ReturnId,IsReceiptPresent,ReceiptId,ReturnDate,ReturnPrice,CustomerName,Street,City,State,CustomerPhone,CreditCardNum,CreditCardExpire,GiftCardNumber,EmployeeId,CustomerID
6328,True,2812,2024-03-16 23:25:08.175571,9287367,Suzanne Baker,136 Henderson Wells Apt. 039,Smithton,Rhode Island,349-733-3107,4733806135808411,2024-03-07 20:54:11.472140,2008,40295,10606
6818,False,2216,2024-01-03 04:25:37.377475,4,Kevin Robles,674 David Villages,East Aaron,Nevada,411-280-7008x451,1171650077521815,2020-01-13 21:16:10.143771,4866,54061,10607
2632,True,474,2024-02-10 06:44:59.285881,0,Shawn Williams,88657 Murphy Forge,Guzmanhaven,West Virginia,218-829-5156,2329834627669575,2022-07-21 01:36:00.798116,511,28960,10608
8879,True,2037,2024-03-03 03:10:50.148826,9896,Nicholas Travis,8579 Robinson Vista,Kerrfurt,Missouri,001-536-516-9355x663,3022534558568655,2023-08-23 22:40:51.225635,413,41845,10609
5946,False,85,2024-02-18 14:49:31.055759,8722,Megan Snow,021 Christy Mills,Lake Kristin,Oklahoma,793.871.6757x825,6749891655550868,2023-12-09 19:21:39.498762,9207,60657,10610
7670,True,9122,2024-02-29 07:52:59.625707,5427,Trevor Goodwin,454 Jerry Hill,North Anthonybury,Nevada,+1-311-830-4444,8257612112471449,2022-12-13 10:14:43.663546,6850,97986,10611
2601,True,1179,2024-03-11 15:15:01.441992,3134,Lisa Mason,9714 Norman Forge Suite 672,South Daniel,Nevada,+1-224-344-0924x55373,1136438912111866,2022-09-19 20:32:29.617868,885,27935,10612
2687,False,6519,2024-03-24 03:26:33.909940,9875,Johnny Ortega,86057 Robert Inlet,West Tonyaburgh,North Carolina,+1-904-359-6195x1361,6652830044557155,2020-04-13 15:22:34.616884,4481,40295,10613
7977,False,8031,2024-01-28 02:40:29.446277,7853191,Amber Spencer,11409 Donovan Alley Apt. 755,Jeffreybury,Iowa,(723)624-3660x05112,8313887522513968,2023-08-06 10:45:34.331231,9373,57258,10614
8,True,3335,2024-02-02 11:55:32.522715,9671,Denise Morris,854 Cooper Stravenue Apt. 934,Ashleyfurt,Massachusetts,590.341.6879,6503625532865378,2023-03-29 22:34:31.273485,6280,27935,10615
9743,False,2909,2024-01-09 01:20:06.872280,476793377,John Cortez,0218 Martha Inlet Apt. 624,Holmesview,Colorado,679.211.5012x7835,4189277395196300,2022-02-22 08:42:59.122889,3578,79023,10616
7168,False,8057,2024-01-18 07:33:27.536724,4819082,Edwin Ibarra,209 Mann Mount Suite 721,East Michael,Connecticut,+1-294-201-7819,7161976793812950,2020-08-19 17:05:42.751038,9220,40295,10617
3812,False,8320,2024-03-04 23:32:06.093035,8683945,Dr. Sandra Wallace,82533 William Lakes,North Angela,Arkansas,313.520.5131x6483,6666649909318131,2021-02-08 22:11:36.824788,5802,29733,10618
8934,False,7873,2024-03-28 20:39:45.978166,18969,Sandra Murphy,8824 Smith Underpass,New Crystalville,Missouri,(405)808-7722,5375455795873394,2021-04-13 22:20:54.645820,920,29733,10619
3587,True,674,2024-02-02 11:00:37.900225,557015832,Nicole Barnes,2866 Martinez Garden,Paulfurt,Virginia,+1-449-717-5058x148,5138279054151083,2021-09-20 17:07:33.576819,879,84966,10620
8804,False,1344,2024-02-28 02:02:27.775401,112545.0,Stephen Ramirez,5383 Murphy Spurs,Paulamouth,Vermont,(760)671-6879x590,0905122252219162,2022-01-10 01:37:05.133284,3754,40295,10621
4731,True,9542,2024-03-07 11:03:33.615968,6,Jose Jordan,8566 Mendoza Street Suite 182,West Darryl,Wyoming,(668)612-5282,9407663586328071,2024-02-18 23:22:48.594859,7071,71186,10622
664,False,7944,2024-02-29 09:49:40.160163,9477306,Patricia Waters,29635 Foster Spurs Suite 147,West Lindaburgh,North Carolina,253-551-0917,2221246231018087,2020-11-25 21:40:00.417672,8127,81344,10623
5959,False,4613,2024-01-01 09:07:10.668997,891.0,Christopher Williams,69883 Jodi Circle Suite 024,West Megan,Oregon,(585)946-4062,7039366791396856,2021-04-05 06:06:32.710473,2938,71186,10624
3428,True,6778,2024-01-01 16:24:56.152726,305,Dawn Morris,6423 Butler Light,Port James,Mississippi,241.468.6476x89687,0663358990303058,2023-10-16 13:03:25.120342,5193,54061,10625
1157,True,2225,2024-02-23 14:23:00.578442,51,Erica Mcfarland,2878 Smith Valley,Sparksside,Indiana,(676)362-9098x862,6894538587602172,2022-01-03 13:52:37.779777,9158,92530,10626
6410,False,3455,2024-03-19 20:17:10.303888,867108891.0,Melissa Avery,865 Raymond Brook Apt. 661,West Gary,Connecticut,7192311110,6692363985630290,2023-01-06 04:40:52.337128,6098,61373,10627
2830,False,6171,2024-02-18 05:18:43.827353,335013337,Sara Roberts,5399 Melanie Pass,Elizabethtown,Michigan,001-205-601-7970x4241,5001040752837691,2023-01-27 11:18:26.782987,5365,69674,10628
5631,False,3499,2024-01-13 21:47:12.579906,817100,Madison Ryan,72397 Julie Stravenue,Robertport,Idaho,(949)269-9063x67293,7233426676533522,2022-03-17 06:57:18.657540,2884,79023,10629
7280,False,9583,2024-02-01 13:03:55.722235,226,Christine Wilson,885 Gilbert Turnpike Apt. 718,Johnsonland,Arizona,960.873.3725,6808101688470232,2020-06-09 08:34:12.427095,9695,27935,10630
9642,True,7994,2024-02-19 15:06:50.504929,929929,Jennifer May,730 Miranda Mountain Suite 836,Lake Karen,Maine,832-640-1424x48675,8815327561847247,2023-02-22 15:54:38.206568,8722,94877,10631
7311,True,359,2024-03-20 13:28:21.899789,767679983,Katherine Garner,685 Joshua Summit,Port Carlstad,South Dakota,6363390151,0882876467236028,2020-11-16 10:43:02.766332,68,29733,10632
387,False,2225,2024-02-15 16:56:15.743844,868,Joseph Kline,76851 Alison Center,Harringtonmouth,Oklahoma,587.763.4931,3009163444109817,2022-01-26 12:16:00.025867,7598,41845,10633
8539,False,3691,2024-04-03 02:41:26.075885,498,Yvonne Martinez,09314 Nelson Square Apt. 412,East Codyfort,Ohio,415.623.0169x6893,3915263642699029,2024-03-01 11:07:52.352021,2283,52272,10634
8801,False,5575,2024-01-20 12:36:11.920639,424,Jordan Howard,511 Smith Rue,Cynthiaberg,Tennessee,337-695-9575,0664861010111149,2022-10-26 09:28:04.340262,744,29733,10635
8252,False,8717,2024-02-11 21:56:29.544291,900,Felicia Marquez,00534 Michelle Plain,East Micheleview,Ohio,489.800.4661x63645,2445571819790084,2020-08-10 22:18:57.545926,4982,52272,10636
7627,False,7376,2024-04-03 03:01:02.618186,12464881.5,Jeffrey Rodriguez,3573 Mathis Field,Port Deborah,Wisconsin,(349)881-4113x61215,5322668822864154,2022-07-28 14:02:31.669541,6737,79023,10637
9073,True,6144,2024-03-10 01:40:40.789830,6012,Matthew Wilson,390 Nguyen Village Apt. 404,East Charlesfurt,New Jersey,(486)445-8322x9014,3601021507141123,2020-06-22 21:02:28.225598,4075,28960,10638
5936,False,2242,2024-02-18 08:21:22.965748,491,Heather Owen,00135 Gutierrez Circle Suite 851,North Deanna,Pennsylvania,8648651822,3210276042308953,2021-10-23 19:15:03.533154,5354,71186,10639
5758,False,7894,2024-01-11 13:27:01.051720,3635196.0,Peter Baker,95659 Wood Extensions Apt. 477,Toddton,Mississippi,+1-844-851-3234x721,6270661083154629,2023-07-30 13:36:35.636472,5383,69674,10640
3638,True,6215,2024-03-22 06:43:05.821572,370385,Brittney Gonzalez,296 Jennifer Ferry Suite 657,Garciaville,Wyoming,6172885941,5766440194525898,2022-05-24 17:22:16.714038,3694,97986,10641
7661,True,1599,2024-03-22 02:56:04.007702,1851,Jimmy Hurley,179 Beasley Valleys Apt. 276,Paultown,Arkansas,2188671834,4789694332843734,2022-08-06 05:32:11.662721,5558,81344,10642
1965,False,3489,2024-01-17 05:13:42.947347,34393,Pamela Lee,915 Michael Station,South Courtney,Indiana,7889903643,7181952146760376,2020-02-17 18:33:08.491905,516,61373,10643
4038,False,9411,2024-02-01 21:24:05.279725,3,Michelle Cook,20160 Sharon Forge,Port Amanda,Pennsylvania,389.803.6226x3848,5681391948657790,2021-12-22 10:53:16.101326,2591,19694,10644
2784,True,1512,2024-01-30 23:29:10.342017,335769196,Jennifer Hunt,02506 Alyssa Trafficway,Lake Emilyton,Iowa,001-293-249-4554,0359620138892208,2022-01-29 10:22:32.136407,5062,28960,10645
3800,False,2173,2024-02-29 01:31:19.961604,8,Denise Martin,98742 Derrick Station Apt. 904,Port Jennifer,Oklahoma,(831)646-6167,5328673219806465,2021-04-30 15:10:56.762376,6464,40295,10646
8726,True,4114,2024-01-19 00:28:36.860688,621,Joshua Nicholson,166 Sean Point Apt. 204,North Jenniferland,Nevada,001-810-203-2087x3249,3850391620819120,2020-04-04 11:03:26.954406,6423,92530,10647
3604,True,1432,2024-04-06 12:01:19.827965,5637890,Jessica Chandler,61902 Salas Loaf,Cherylhaven,Louisiana,4993616128,6072090009028844,2021-05-10 19:02:31.530902,5958,26122,10648
9886,False,1428,2024-03-17 11:22:04.313830,4713.0,Angela Burke,68016 Michael Plaza Suite 228,West Tina,Colorado,233.846.0875x2408,1397859135567374,2023-01-07 03:16:16.578692,2138,92530,10649
1109,False,1670,2024-02-19 20:55:30.736099,893403,Jennifer Jacobs,48295 Mccormick Place,Emilyton,Maine,(264)865-9621,1643560424990255,2020-04-10 00:42:22.068210,7139,79023,10650
3390,False,4451,2024-03-27 14:56:30.836576,9053,Anthony Wolfe,414 Kimberly Corners Apt. 306,East James,New Mexico,001-678-990-8908x4244,3187566869400340,2023-05-15 09:02:38.692847,9677,19694,10651
6859,False,9963,2024-01-08 20:37:51.650507,7132248,Michelle Rivas,386 Melissa Ridges Apt. 150,South Dianahaven,Georgia,+1-224-885-7951x1235,5622267734042314,2024-01-02 09:22:17.136380,6335,92530,10652
7243,False,3966,2024-04-07 14:24:48.563858,1,Deborah Stanton,87696 Thomas Neck,Smithland,Wisconsin,(399)462-9129x438,5195542197811421,2024-01-23 04:55:42.987477,1533,27935,10653
203,True,8045,2024-02-14 08:31:55.022061,6,Rebekah Collins,99269 Anthony Hill,West Michellefort,New Hampshire,001-337-993-5114x2059,2771913294958866,2021-05-02 06:50:08.720552,4336,26093,10654
6951,False,7679,2024-02-12 11:22:09.473918,3258579,Kelly Freeman,0686 Flores Lights,Alexchester,South Carolina,(444)314-6803x3394,4591807536079242,2021-08-18 05:44:21.112788,8361,92530,10655
15,True,8055,2024-04-10 05:36:14.286460,514,Matthew Boyd,3336 Matthew Roads,West Evelynstad,Maine,+1-286-849-7568x071,1984169106756876,2020-05-06 15:58:42.989321,3104,84034,10656
2232,False,1891,2024-01-27 04:30:35.725864,247753,Tyler Day,981 Vicki Run,Mcdowellfort,New Mexico,337.485.8878x270,8209821191211112,2022-07-06 04:29:39.034251,6238,81344,10657
8386,False,8534,2024-01-01 17:36:12.225947,31,Deanna Ryan MD,78065 Jodi Throughway Suite 634,Youngburgh,Indiana,+1-943-296-8361x4842,6897370158172461,2022-04-08 12:37:00.758382,3840,79023,10658
1360,False,8741,2024-02-10 12:08:28.739332,54462,Matthew Lopez,8112 Parks Dam Apt. 826,Lindashire,Rhode Island,4628398721,0985765127936107,2020-10-20 10:10:09.980324,7561,27935,10659
2112,False,8097,2024-02-04 13:39:42.044477,5,Heather Heath,801 Holmes Court Apt. 193,Gonzalesfurt,Wisconsin,249.992.6956x80824,1484737920609089,2023-04-30 06:18:23.230925,7014,69674,10660
7675,False,4896,2024-01-05 21:59:14.111768,9904467,Joshua Hester,19969 Gray Fall Suite 855,Craigberg,Minnesota,(929)348-5373,9125128436896899,2022-08-20 19:23:56.162718,3953,81344,10661
6579,False,2119,2024-04-01 21:18:08.405255,699,Shannon Barker,066 Graham Turnpike Apt. 635,Lake Stacy,Washington,763-562-4917x89837,3683828680864992,2021-11-06 17:41:34.330480,9029,28960,10662
6519,True,6255,2024-01-25 22:16:29.967735,692225,Mr. Darryl Holden,58980 Thornton Canyon Apt. 786,New Savannahfort,Rhode Island,209-233-6199,0114153053580100,2021-06-15 17:05:50.775952,6917,84966,10663
4202,True,152,2024-01-20 10:14:01.222412,0,Michael Estrada,45334 Perez Roads Apt. 314,Tabithaland,Delaware,001-935-900-4161,4909649210910490,2020-04-30 09:37:47.482836,387,57258,10664
9740,True,3658,2024-02-07 17:53:37.743960,1,Anne Vasquez MD,972 Martinez Falls Apt. 953,North Austinview,Delaware,845-553-3543x7101,3488765775737585,2022-12-09 02:58:51.505106,8323,92530,10665
436,False,2431,2024-03-29 09:33:54.417016,4501,Kim Larson,14792 Lisa Knoll,Rachelchester,Tennessee,7492208533,4084512951660150,2020-06-11 01:46:04.344921,4763,71186,10666
8219,True,202,2024-02-17 09:34:12.436652,70,James Vargas,0066 Patel Lakes,West Tamaramouth,Maryland,+1-908-632-5560,3518088242455530,2023-01-07 19:49:34.945169,7336,84966,10667
7221,True,8073,2024-02-06 02:13:20.295466,2,Jessica Cunningham,80759 Jill Crescent Apt. 879,New Dustin,New Jersey,(209)308-8021,6716113562211450,2020-01-16 13:37:34.824057,3677,41845,10668
5345,False,206,2024-04-01 02:30:17.052758,778812186,Jordan Brown,819 Raymond Causeway,Mcdonaldfurt,Texas,972-582-9680x022,8936949187488110,2023-06-15 21:31:40.026700,8805,57258,10669
6841,True,5056,2024-03-14 11:06:42.271956,79440,Lauren Garcia,2180 Gonzalez Walks,East Johnbury,Massachusetts,+1-629-305-7911x799,1368076810392345,2022-10-10 11:02:01.181833,2886,84966,10670
8572,True,3354,2024-01-29 01:37:23.303353,5736,Patricia Warren,7422 Daniel Passage,Connorville,Illinois,001-701-849-7613,5328907417113722,2020-11-05 13:35:58.749778,2323,40295,10671
4096,True,479,2024-02-02 02:55:17.967014,7798858,Derek Fernandez,2932 Thompson Creek,Elizabethview,Maryland,(605)957-0778,6886869075154813,2023-01-28 09:00:17.283712,4427,80899,10672
8013,False,8546,2024-03-11 16:05:56.026540,97133,Holly Brown,82594 Candace Greens Apt. 641,Thomasshire,Colorado,(579)524-1471x559,5420296722228045,2020-09-09 09:21:02.574181,8883,81344,10673
5199,True,9400,2024-02-22 13:12:51.401540,894957,Cynthia Campbell,8828 Joshua Pines,West James,Oklahoma,537-854-2818,1014741167008254,2020-05-15 19:10:26.760069,1555,97986,10674
1039,False,2972,2024-03-12 16:58:09.678045,126,Daniel Scott,15500 Paul Street Apt. 265,Lake Donaldberg,New Jersey,314-506-1500x0705,4877087676135378,2023-06-16 07:25:12.500306,7871,28960,10675
6151,False,8178,2024-04-04 20:36:55.031792,4660.5,Eric Robinson,92205 Margaret Prairie Suite 244,Zacharybury,Alabama,645-650-9063,7310194077853476,2023-10-04 12:38:08.307475,9544,80899,10676
5191,False,2048,2024-03-17 21:47:30.000036,1086609,Laura Lee,7510 Nichols Haven,Shellyfort,Hawaii,(884)705-6526,4420435649659660,2021-11-27 22:38:48.845541,7801,26093,10677
2053,True,2093,2024-01-16 12:35:29.173375,748,Paul Bryan,3505 White Circles,Bakerland,Washington,(559)398-2257,6479138084704355,2023-01-23 10:58:50.339070,9773,94877,10678
6362,True,3731,2024-03-02 08:28:57.688650,32,Joshua Haas,24346 Delgado Parks,Jacquelineborough,New Hampshire,362.566.5871,1860160132022393,2023-11-08 12:34:50.675048,2381,60657,10679
9552,True,6593,2024-02-29 20:08:02.566520,9,William Clark,5084 Stevens Parkways Suite 491,Lake Valerieview,Georgia,001-948-809-0181,4050696074770027,2021-03-23 08:52:46.943253,8154,81344,10680
8026,True,519,2024-03-25 08:31:48.108492,877881,Kevin Griffin,199 Nathaniel Gardens Suite 334,Lake Stephaniechester,Wyoming,001-407-363-1840x937,2915520325174343,2020-11-28 13:21:27.592863,7265,26093,10681
8073,False,1707,2024-03-02 11:13:10.738325,271025,Gary Salinas,38518 Kevin Bypass Suite 115,Port Michaelburgh,Nebraska,(512)676-3596x457,4366427112186055,2021-08-15 02:27:40.424815,6669,79023,10682
4271,True,4278,2024-01-24 00:57:57.930147,697414723,Jesse Evans,4326 Martin Groves,Valerieland,New Mexico,959-563-4878,6079881941040572,2024-02-12 12:56:41.214534,1752,41845,10683
1721,True,8762,2024-01-11 00:02:55.311680,80873,Maurice Mcbride,1287 Cindy Views Suite 360,Marissashire,Missouri,(825)733-1758x8889,8722116038165900,2020-01-04 00:15:53.842326,1099,41845,10684
6541,False,4051,2024-02-16 07:36:29.026094,27193545,Richard Hendricks,42206 Gomez Path Apt. 116,East Jennifer,Colorado,7894694994,0151006005505688,2020-08-22 10:18:22.873778,9492,26093,10685
9174,True,7574,2024-03-03 08:13:51.763894,216459495,Lisa Reese,389 Andrews Extension,Romanville,West Virginia,001-804-393-3855x4869,6027193783509933,2021-04-25 01:43:27.086173,7867,54061,10686
3249,True,2928,2024-01-13 08:15:03.670187,3540546,Mr. John Chung,46402 Hodges Square Apt. 104,West Timothymouth,Oregon,236.382.7808x8562,6597220755865929,2023-09-13 19:25:03.217667,8734,27935,10687
3835,False,6264,2024-03-25 06:55:41.732674,791189147,Amanda Adkins,005 Kyle Station,Lake John,West Virginia,793.384.4054,7074329798085871,2020-08-15 03:13:13.277403,2935,54061,10688
7687,False,9243,2024-04-09 14:57:47.754679,485143,Brooke Sanchez,96109 Pham Trail Apt. 398,Sheriburgh,Pennsylvania,(347)468-7141x17841,0966431527285413,2020-12-13 03:24:06.057796,6323,41845,10689
5839,True,6544,2024-01-27 00:46:07.409801,819,Peter Howell,06393 Lee Passage Apt. 600,Lake Timothy,Indiana,8112916357,9202879678867697,2022-11-14 20:27:23.112931,3168,84966,10690
5631,False,9557,2024-03-07 03:54:17.288688,696767,Tina Harris,39051 Lawson Skyway,East Shelbystad,Oregon,001-784-528-3065x83825,1086155325180555,2020-07-01 09:31:25.537677,338,84034,10691
5055,True,4254,2024-03-30 20:53:24.713565,6,Dorothy Parks,456 Sharp Lodge,Shawhaven,South Carolina,(559)635-6820x53552,1572877949868742,2022-12-09 06:19:36.171743,8692,84034,10692
744,True,6592,2024-03-08 20:10:06.056191,1743,Jennifer Fox,0435 Stephen Plains,Maryland,Kentucky,+1-855-533-6911x35928,3536869866382155,2022-11-05 08:25:22.005396,3350,52272,10693
5464,False,3424,2024-02-01 23:22:28.449506,1692570,Kelly Smith,9887 Henson Orchard,Glennville,Nevada,001-965-280-0408x21197,9096752946601090,2023-09-01 01:49:02.130064,2362,84034,10694
1898,False,927,2024-02-12 14:34:21.835321,9,Michelle Solis,275 Gordon Club,Blaketon,Georgia,001-560-529-1748x159,5152170054833490,2023-01-29 20:46:54.482431,5348,52272,10695
4026,True,8626,2024-01-07 00:46:14.208161,40,Adam Saunders,1050 Christopher Inlet Suite 317,New Alexander,Alaska,271-869-1480,6369955503128672,2022-11-16 11:46:52.629829,4956,69674,10696
6746,False,5978,2024-01-23 03:45:10.042526,423141,Cynthia Bush,258 Sanders Street Suite 637,Port Donald,Tennessee,(726)780-2451x621,1597235597215068,2022-01-09 22:52:07.175436,4984,61373,10697
6037,True,1087,2024-04-02 07:43:25.601602,160,Maria Mann,8527 Patrick Springs Suite 908,West Charlesshire,Mississippi,001-429-659-3291x381,3723049090835558,2021-08-13 06:59:36.311063,4350,57258,10698
9507,False,5355,2024-01-26 06:06:38.886647,688880,Charles Romero,5716 Morrison Brooks Suite 217,West Andrewburgh,Hawaii,307-617-0450x379,8152470383374876,2020-05-17 22:38:10.936341,9291,41845,10699
3659,False,7854,2024-03-20 03:48:01.596638,1181,Betty Lewis,35066 Terri Fall,Richardsmouth,Wyoming,(376)383-9464x526,2576673164601843,2023-05-28 02:59:29.057128,3161,41845,10700
9287,True,3172,2024-04-06 01:53:26.417147,2533809,Mitchell Larson,0980 Faith Parks Suite 735,Juliefurt,California,+1-456-937-5804x9627,5155408582197253,2021-05-17 17:29:00.321711,7373,69674,10701
8045,True,9765,2024-02-20 23:21:38.606055,186,Mr. Shawn Young,420 Lindsey Burgs,New Victorbury,Louisiana,001-373-226-5668x30911,4897417014453742,2024-03-21 12:17:52.526487,7016,61373,10702
8601,False,2267,2024-01-31 14:15:15.026259,82900,Gabrielle Kaufman,65737 Branch Oval,Lake John,Nevada,001-729-718-3251x205,7141479431313415,2022-10-28 20:09:56.326468,1153,54061,10703
8824,True,9297,2024-04-03 20:59:48.670299,874604666,Peter Tucker,207 Jennifer Village Apt. 440,Lake Tara,Rhode Island,+1-617-778-0040x8371,9578914168781049,2021-02-19 18:47:18.008697,2312,26093,10704
4560,False,8736,2024-01-23 22:41:22.849871,84,Brandon Patrick,245 Alejandro Loaf Apt. 988,Torresmouth,Kansas,753-475-1561x54889,7830352509861245,2022-09-18 14:05:06.111791,83,94877,10705
7843,False,788,2024-03-01 09:52:09.239641,539,Nicole Rush,062 Gonzalez Port Apt. 591,Ashleyview,Rhode Island,610-507-7228x30971,7488220952225524,2021-11-04 19:37:06.830498,251,94877,10706
2050,False,2643,2024-03-19 08:26:25.020128,38909,Nathan Bryan,957 Castro Inlet Apt. 761,Rogerville,Tennessee,408-667-4089,6732469386739831,2021-07-29 03:09:14.142645,611,26122,10707
9090,True,6444,2024-04-10 18:44:16.902465,800845561,Daniel Vargas,06235 Hooper Estates,East Johnville,Michigan,001-905-961-9181x9466,2049784453238608,2022-04-26 15:46:50.766112,938,69674,10708
7915,True,3258,2024-04-07 21:19:38.325990,13551,David Nguyen,04559 Bryant Plaza Suite 888,Millerfurt,Delaware,361.395.1283x50409,2047427519663307,2020-05-09 22:37:13.041717,7663,84034,10709
7530,True,1938,2024-02-16 15:15:59.361581,6924307,David Howard,84261 Webb Ports Apt. 322,West Cassandra,Alabama,001-920-276-3786,9944026366291967,2020-10-09 15:00:07.578236,3220,27935,10710
8145,True,8018,2024-01-04 18:32:29.437432,216955,Brent Campbell,523 Edward Vista Apt. 404,Lisafort,West Virginia,799-778-8908x1218,3743817759908630,2022-08-21 20:50:22.691674,4330,61373,10711
4559,True,6783,2024-01-22 21:27:42.398561,729143344,Andrea Spencer,580 Marissa Common,Lake Kevinside,California,001-432-591-6996x23694,7835552281049480,2020-04-03 22:17:13.363492,4301,41845,10712
8675,False,7333,2024-02-12 17:08:10.049158,51271,Ian Gutierrez,0163 James Branch Suite 576,New Cassandraport,Wyoming,+1-629-841-4136,3055641917626170,2022-03-24 17:50:48.413651,2392,97986,10713
9989,False,4861,2024-03-18 04:31:19.736862,7715367,Jeremy Joseph,14537 Jones Creek,Ramostown,Ohio,5368197903,2299878094567272,2022-04-25 03:15:39.698261,7971,40295,10714
4525,False,6570,2024-04-10 20:15:01.496836,84436,Kelly Cooley,290 Megan Inlet Apt. 576,Lake Ian,Rhode Island,570.739.7235x4362,3838693660790857,2020-11-30 07:48:37.611995,618,60657,10715
861,False,394,2024-02-15 15:25:30.639205,4837,Ronald Gilbert,0991 Michael Locks,Hullland,Ohio,938.330.5413x8712,2282952436942269,2023-03-12 20:26:02.240572,6310,97986,10716
2334,False,3565,2024-01-17 09:15:09.728041,6539,Carl Johnson,9966 Lisa Street,North Beth,Utah,9704476850,5279512689154391,2022-11-21 22:27:04.418051,8876,61373,10717
5015,False,5023,2024-04-06 18:00:44.445436,5845069,Arthur Carter,107 Karen Rue Apt. 635,East Michael,Indiana,(324)467-5284x2677,3670368399710776,2023-06-17 06:41:42.633368,3789,71186,10718
1518,False,8857,2024-03-10 19:55:18.825907,33,Natasha Herrera,224 Michael Shores,North Reneechester,California,479.892.0431x468,4294085971661286,2024-04-10 03:46:49.330885,4143,26122,10719
4769,False,5673,2024-03-20 20:54:27.436654,77812,Jordan Diaz,4045 Seth Prairie,North Dawn,Idaho,(911)628-1724x7333,2237944675293938,2020-03-26 10:47:46.584633,5777,52272,10720
6434,False,1464,2024-03-23 13:56:06.580437,34,Brandon Lopez,9762 Kelsey Islands,Jillville,Colorado,(410)546-9983x175,9092183589720387,2021-10-09 03:12:57.847857,3916,52272,10721
7690,True,224,2024-01-06 02:51:38.041649,68491259,Veronica Gill,5024 Hart Locks,West Pamelastad,Mississippi,9638701156,4825435981057261,2021-01-26 14:03:12.906552,8336,54061,10722
8039,False,1376,2024-03-16 11:58:45.722730,3886.5,James Bridges,108 Nicole Pike Apt. 238,Hostad,North Dakota,3187088824,1178885593318315,2021-12-23 04:50:55.312627,4980,69674,10723
2754,False,7777,2024-02-16 05:07:02.384878,50177425,Dennis Cantrell,054 Coleman Oval Apt. 042,Rebeccabury,Indiana,414-945-5362x4981,3016646854080784,2021-04-20 03:19:02.071447,9909,79023,10724
3054,True,3320,2024-03-22 11:08:24.492531,607,Kevin Crawford,1462 Sanders Hills Apt. 203,Rebeccachester,Rhode Island,743.842.5005x282,3027826341079653,2021-04-08 06:04:54.514227,2250,60657,10725
3401,False,4917,2024-03-23 12:03:55.400269,3557,Duane Ferguson,4788 Kim Ports,Cherylberg,North Carolina,(563)543-1045x34010,8286485818627151,2022-02-03 14:22:55.765751,3926,19694,10726
472,False,1664,2024-04-05 22:36:43.897434,6,Justin Edwards,6851 Mark Wall,East James,New Hampshire,+1-940-620-0218x86692,5681162243633621,2020-08-04 07:44:30.739842,3865,97986,10727
3355,False,9700,2024-02-02 06:24:19.931270,3,Brittney Day MD,24158 Rogers Rapid Apt. 958,Davidshire,Tennessee,666-458-4191x003,9021289658866541,2024-01-20 01:15:51.057549,8142,57258,10728
3315,False,865,2024-01-05 10:05:29.460638,58,Jeffery James,5592 Trevor Square,East Jeffrey,Louisiana,(402)873-5348,8253538462231837,2023-09-19 03:53:36.120283,5042,71186,10729
857,False,7356,2024-01-24 01:50:29.438277,3783,Jennifer Johnson,727 Morales Haven Apt. 445,North Jenniferland,Alaska,001-832-908-8268x5693,3658783125957094,2024-04-01 13:09:00.971835,7430,81344,10730
106,False,5208,2024-01-25 10:23:02.205705,150052,Jeremy Garcia,221 Watts Glens Suite 464,Moranburgh,Alabama,+1-414-813-3466,5657044008452540,2022-08-22 21:21:11.412330,1145,60657,10731
4366,False,1890,2024-04-03 12:05:58.541027,914550,Aimee Ponce,679 Reginald Tunnel,Fernandezville,Louisiana,4916375026,7187427449285362,2023-05-10 16:40:36.787480,5347,92530,10732
1095,False,2544,2024-02-29 20:05:54.255205,8516,Elizabeth Alvarado,1085 Young Valleys Apt. 482,Delacruzport,Kansas,219.868.4903x5061,7692569972190609,2020-07-05 18:55:39.149664,9214,52272,10733
8518,False,4214,2024-03-25 02:47:10.384207,992847328,Daniel Chang,9651 Ann Grove,New Danielshire,Kansas,001-542-734-4311,4621791083658528,2023-07-16 00:08:15.668343,4334,29733,10734
4777,True,4442,2024-02-29 19:55:48.533199,581659988,Ashley Ruiz,3306 Hernandez Extensions Suite 620,Port Alyssa,Illinois,(432)395-9896,1640281391293742,2022-10-28 16:14:23.150852,7571,92530,10735
2445,True,8051,2024-01-29 02:31:52.230410,538077,Jeffrey Williams,4335 Andrade Falls,New Carolynborough,Indiana,(530)306-3736,4679774080818379,2020-05-12 16:20:01.227540,238,26093,10736
5130,True,5491,2024-02-19 14:51:37.047714,815,Victoria Schneider,8616 Christine Green Apt. 067,Brianstad,Georgia,778-671-5875x18586,5502365503142062,2022-06-01 12:43:11.178490,1493,28960,10737
9478,True,8969,2024-01-11 00:57:37.030982,838847,Timothy Walker,054 Stephen Canyon,New Timothyburgh,Connecticut,001-324-843-8335x31804,3930977553680800,2020-02-18 21:29:27.343630,4132,40295,10738
1135,False,4261,2024-01-28 22:31:39.282184,4705929,Richard Woods,910 Mason Course Apt. 796,Lake Amandaburgh,Nebraska,7075476629,0009776123491618,2023-12-23 17:38:43.130932,7429,29733,10739
7838,False,7362,2024-03-09 09:47:00.617488,5770,John Brooks,587 Rodriguez Pines,West Sheila,North Carolina,349.911.8079,7516531368211229,2022-07-10 05:17:18.514390,9923,92530,10740
